593,-1651,2058
506,-1515,2673
477,-1483,3179
597,-1329,3743
676,-1224,4140
742,-1065,4188
797,-881,4012
806,-701,3572
803,-510,2916
-5159,-11951,5514
-5266,-15456,3279
-6163,-17632,-749
-7089,-15168,-9667
-7112,-10231,-17124
-2444,-2898,-18436
3387,4163,-15142
6859,8733,-11779
5349,11420,-9902
1431,8726,-7846
-1588,5695,-5973
-2337,5157,-4907
-1541,6424,-4737
-173,7723,-4715
1313,8193,-4599
2451,7783,-4374
2863,6692,-4029
2577,5309,-3695
1779,4078,-3393
927,3156,-3261
345,2440,-3293
-31,1790,-3338
-211,1187,-3390
-302,702,-3474
-466,331,-3571
-681,0,-3627
-845,-480,-3501
-954,-1010,-3043
-957,-1527,-2290
-863,-1953,-1382
-612,-2316,-449
-399,-2531,665
-369,-2448,1768
-442,-2227,2679
-462,-1937,3343
-360,-1635,3866
-189,-1388,4233
5,-1151,4508
191,-909,4690
361,-680,4645
-4231,-10315,6032
-6456,-13730,4727
-8584,-16715,1995
-8479,-16723,-5345
-7165,-12528,-14464
-3479,-6847,-19263
1815,1041,-17678
6335,6944,-14094
5671,10630,-10880
1451,11416,-9381
-2292,8721,-7572
-3651,6916,-6379
-3272,7309,-6075
-2173,8643,-6009
-782,9420,-5987
479,9138,-5720
1298,7867,-5131
1647,6184,-4479
1703,4753,-4020
1803,3825,-3986
1772,3129,-4211
1568,2299,-4378
1308,1352,-4422
1013,424,-4237
762,-353,-4009
550,-968,-3772
385,-1412,-3545
274,-1796,-3150
252,-2111,-2459
232,-2295,-1535
171,-2370,-506
-19,-2297,462
-213,-2225,1327
-417,-2054,2242
-537,-1815,3122
-551,-1571,3903
-437,-1318,4498
-184,-1104,4929
176,-935,5201
520,-795,5266
-5278,-9628,6253
-4924,-13466,4708
-4907,-16607,1895
-5302,-16208,-5896
-5195,-12399,-13949
-1027,-6445,-16678
3700,642,-16364
6596,6347,-15310
5015,9634,-14005
1361,8626,-10382
-891,7067,-7678
-988,7095,-6885
81,7698,-7023
1405,8041,-7039
2350,7658,-6390
2917,6732,-5377
3229,5621,-4363
3294,4684,-3594
3128,4122,-3275
2706,3700,-3281
1996,3099,-3317
1198,2299,-3351
503,1426,-3368
-44,577,-3393
-326,-312,-3432
-354,-1207,-3495
-201,-1993,-3481
240,-2806,-3202
817,-3620,-2638
1175,-4389,-1861
1168,-4994,-706
1018,-5463,680
940,-5748,2011
1070,-5925,3202
1260,-5969,4233
1391,-5845,4993
1470,-5552,5253
1494,-5089,4957
1594,-4500,4134
1794,-3814,2963
-3320,-11883,3218
-2714,-12670,-1968
-7,-8771,-9234
3594,-2892,-12764
4203,2841,-13257
3229,5874,-12076
1646,4654,-8088
195,3281,-4826
-538,3727,-3579
-504,5599,-3898
146,7406,-4775
729,8312,-5320
829,8032,-4958
696,6947,-4203
587,5535,-3458
421,4130,-2682
-53,2887,-1908
-656,1675,-966
-1018,581,-68
-1015,-72,437
-674,-393,570
-169,-618,542
467,-946,448
1112,-1173,326
1586,-1153,148
1860,-952,-91
1925,-648,-311
1838,-327,-441
1685,-3,-566
1518,315,-820
1357,599,-1214
1274,765,-1721
1353,771,-2242
1624,603,-2534
1943,327,-2555
2188,59,-2444
2394,-208,-2155
2575,-478,-1698
2738,-728,-1138
2863,-885,-621
4546,-10457,5411
6667,-13398,4245
9096,-15336,1784
10153,-16662,-2616
6974,-15165,-11533
2791,-9748,-16948
-2770,-3047,-15079
-5630,3137,-11521
-6504,7825,-9357
-5046,9001,-9085
-2507,6372,-8141
-1102,3536,-6748
-735,1965,-5310
-920,1738,-4132
-1264,2387,-3384
-1611,3253,-3116
-2126,3694,-3333
-2313,3195,-3648
-2167,1940,-3806
-1765,289,-3612
-1129,-1216,-3090
-376,-2287,-2314
327,-2776,-1538
838,-2686,-1094
1160,-2281,-914
1488,-1804,-822
1996,-1276,-500
2599,-782,156
3231,-390,1109
3692,-103,2291
3780,12,3396
3570,-4,4004
3253,-32,4142
2848,-101,3964
2409,-182,3496
2032,-184,2866
1721,-114,2254
1468,-12,1700
1256,103,1164
1105,272,637
7069,-11027,7354
9865,-12953,5178
11286,-13734,-567
9139,-13594,-9323
3933,-11071,-15159
-3517,-6572,-14510
-8163,-1194,-12208
-8915,5210,-10839
-5165,8160,-9137
-615,7264,-6642
1407,5599,-4997
1153,4331,-4013
302,3785,-3393
-545,3735,-3011
-1206,4136,-2997
-1670,4524,-3301
-1845,4405,-3754
-1818,3644,-4039
-1614,2388,-3938
-1314,1077,-3521
-897,34,-3110
-590,-616,-2722
-441,-995,-2422
-248,-1285,-2088
-8,-1442,-1841
263,-1378,-1727
688,-1165,-1549
1209,-852,-1223
1702,-496,-839
2168,-112,-387
2516,252,193
2686,467,966
2636,570,1991
2372,587,3064
1927,549,3875
1469,481,4290
1063,412,4365
806,427,4277
649,518,4150
515,568,3960
6454,-11740,5459
7136,-15219,3239
6181,-17171,-3453
3906,-15527,-12037
303,-11646,-17951
-5158,-5991,-17905
-10173,-179,-13657
-11369,4865,-10281
-10984,8511,-8782
-9633,9395,-8680
-7212,7910,-8206
-5005,6213,-7413
-3723,5280,-6546
-3263,5264,-5932
-3220,5747,-5475
-3069,6026,-5161
-2603,5808,-4865
-1994,5188,-4564
-1389,4324,-4250
-858,3486,-4044
-544,2908,-4052
-457,2543,-4419
-524,2153,-5067
-550,1556,-5693
-451,704,-6051
-99,-290,-5971
539,-1248,-5335
1247,-1959,-4107
1789,-2330,-2607
2110,-2534,-1168
2233,-2574,289
2193,-2381,1800
2025,-1996,3229
1762,-1516,4440
1387,-1055,5440
965,-660,6128
582,-352,6438
282,-150,6388
101,-7,6041
65,118,5451
924,-11568,6602
2638,-14740,4931
3408,-18119,2223
2961,-19187,-4606
2071,-15301,-13804
1033,-8876,-19158
-2905,-782,-16215
-5476,4879,-12287
-6502,8930,-9467
-6552,9682,-9276
-5179,5790,-8424
-3787,1741,-6893
-2904,8,-5513
-2749,455,-4701
-2929,1987,-4307
-2838,3563,-4140
-2362,4563,-4044
-1730,4787,-3920
-1094,4385,-3780
-584,3625,-3614
-250,2783,-3451
-51,2031,-3346
37,1397,-3322
36,930,-3383
27,674,-3584
133,564,-3883
323,410,-4142
473,48,-4216
582,-529,-3965
816,-1118,-3343
1260,-1525,-2267
1624,-1731,-1016
1803,-1735,236
1842,-1596,1373
1791,-1344,2450
1661,-997,3551
1424,-626,4694
1105,-238,5712
803,164,6461
611,510,6754
677,-14868,7353
1575,-19133,4862
1399,-21029,-2560
-308,-17548,-13235
347,-10353,-20329
-3158,-1730,-18084
-6318,3983,-13377
-6373,8613,-9875
-5664,9697,-10096
-4110,5168,-9536
-2704,500,-7620
-1950,-1432,-5601
-1894,-675,-4214
-1987,1334,-3431
-1879,3219,-2861
-1799,4712,-2700
-1960,5270,-2945
-2127,5096,-3447
-2108,4544,-4054
-1801,3835,-4544
-1360,3255,-4919
-1046,2716,-5415
-867,2027,-5849
-667,1102,-6067
-265,74,-5887
394,-882,-5252
1192,-1609,-4187
1947,-1972,-2845
2557,-1959,-1593
2976,-1735,-636
3160,-1503,198
3188,-1295,1064
3031,-1056,2104
2663,-797,3309
2152,-473,4757
1571,-132,6025
1027,186,6974
658,454,7638
469,613,7753
479,661,7266
3258,-14598,8101
4086,-19054,4956
4040,-20308,-2906
2389,-16136,-13557
2936,-7377,-20038
115,2231,-16064
-2250,7694,-12029
-3651,10448,-11072
-1648,5887,-10891
379,-84,-8876
1645,-3536,-6012
2701,-4607,-2921
2023,-2508,-1777
689,823,-2009
-304,3457,-2484
-996,5159,-3108
-1504,5702,-3906
-1710,5199,-4432
-1556,4152,-4524
-1125,3135,-4281
-596,2413,-3915
-188,1999,-3773
72,1636,-3866
291,1195,-3961
521,632,-3890
721,-13,-3608
916,-708,-2964
1118,-1335,-1860
1327,-1756,-384
1525,-1857,1277
1692,-1636,2818
1665,-1255,3947
1504,-830,4519
1252,-429,4618
988,-75,4345
741,248,3841
497,532,3251
180,727,2742
-218,816,2386
-583,867,2110
535,-14375,7848
1927,-18415,5377
3107,-20112,-1111
3449,-15830,-12002
4653,-8079,-18887
2323,1859,-16747
-112,8080,-13366
-1595,11644,-11663
-1114,9795,-11444
609,3838,-8894
1489,-549,-5922
2019,-2494,-3054
1292,-1567,-2011
-113,696,-2424
-1298,2728,-3277
-1951,3864,-4133
-2108,4003,-4811
-1846,3311,-5078
-1271,2138,-4619
-685,911,-3508
-171,94,-2420
389,-222,-1770
959,-308,-1278
1457,-339,-628
1724,-324,110
1774,-259,701
1725,-162,1062
1642,-63,1305
1537,40,1524
1447,137,1755
1343,222,1985
1243,297,2264
1139,437,2733
1007,654,3374
786,891,3973
500,1086,4375
202,1206,4559
-142,1240,4574
-516,1196,4419
-807,1121,4066
219,-14834,7942
1691,-19091,5155
994,-20299,-4206
2804,-14379,-14444
2003,-4405,-17634
491,4921,-14634
304,11048,-11970
2923,11783,-10467
4654,6618,-7595
3038,2202,-5588
-512,956,-5086
-3831,1884,-5302
-5067,3416,-5347
-4692,4618,-5243
-3953,5277,-5149
-3517,5289,-5173
-3482,4753,-5283
-3493,3808,-5265
-3190,2673,-4915
-2447,1645,-4135
-1620,968,-3283
-985,692,-2748
-592,776,-2732
-218,970,-3261
337,1017,-3853
1078,799,-4106
1815,310,-3795
2387,-262,-2936
2838,-732,-1690
3108,-976,-272
3163,-1028,1231
3079,-845,2817
2764,-458,4438
2061,-29,5807
1144,346,6870
133,584,7720
-727,705,8326
-1289,634,8182
-1625,504,7431
-1770,347,6301
-584,-13377,7753
92,-18100,5639
-329,-20825,-637
-2372,-18250,-11037
-364,-10374,-18628
-324,638,-16736
216,8334,-12839
913,12400,-11584
1756,10665,-11159
2236,6440,-9649
1094,4101,-8233
-1030,4029,-7289
-2560,4829,-6555
-3085,5630,-5910
-2977,5822,-5316
-2801,5191,-4789
-2737,4000,-4366
-2810,2564,-3906
-2791,1245,-3480
-2510,357,-3209
-2056,-89,-3123
-1593,-279,-3199
-1031,-365,-3353
-267,-480,-3393
617,-695,-3123
1452,-968,-2438
2034,-1250,-1392
2393,-1397,-103
2595,-1376,1171
2640,-1208,2299
2572,-968,3382
2395,-610,4575
2089,-203,5690
1603,148,6558
1065,393,7187
451,452,7103
-157,426,6348
-620,386,5223
-888,395,3941
-1009,455,2632
1014,-15866,6542
1973,-19256,2566
-609,-19138,-6236
-4288,-15697,-14450
-4019,-7185,-18453
-2387,3181,-15118
-779,9853,-11819
-1085,12382,-11628
-853,8493,-10849
57,2758,-8534
854,-1471,-5550
987,-3196,-3076
546,-2502,-1976
-95,-288,-2068
-588,2104,-2713
-833,3791,-3448
-877,4553,-4193
-683,4427,-4801
-477,3498,-4963
-333,2140,-4520
-159,788,-3734
178,-261,-2694
584,-974,-1485
858,-1292,-388
1024,-1228,373
1132,-899,722
1144,-503,760
1004,-189,652
778,13,570
500,118,647
74,122,808
-354,39,1069
-755,-12,1480
-1108,-28,1970
-1370,-5,2397
-1427,83,2688
-1277,242,2826
-966,429,2889
-602,637,2894
-188,825,2835
-479,-14159,7785
1515,-17788,4775
2176,-18938,-2443
-1072,-16326,-12386
-3108,-10705,-18357
-2440,-261,-16389
-2309,6726,-12640
-4062,9885,-10331
-4944,10109,-10663
-3757,6651,-9750
-2159,2748,-7585
-917,397,-5211
-345,-90,-3481
-244,612,-2548
-398,1698,-2312
-673,2457,-2544
-932,2467,-2751
-960,1831,-2683
-853,903,-2285
-718,0,-1663
-594,-532,-1206
-358,-653,-1178
13,-650,-1233
323,-719,-1025
547,-817,-592
712,-819,-235
859,-614,-92
1082,-309,-55
1335,-25,-9
1474,251,138
1460,458,289
1417,522,379
1479,615,584
1623,774,1057
1704,964,1780
1689,1250,2732
1571,1574,3699
1341,1824,4454
1035,1941,4916
720,1949,5058
1121,-15819,7675
1577,-19964,4053
-1012,-21199,-5493
-2066,-16864,-15156
-1064,-6465,-17938
-1794,3307,-14523
-1376,9824,-11748
1263,11557,-10185
2938,8250,-7822
1864,5057,-5989
-155,3917,-4921
-1883,3923,-4253
-2711,4212,-3678
-2890,4468,-3223
-2804,4679,-2907
-2693,4680,-2831
-2710,4268,-2912
-2812,3393,-2889
-2870,2394,-2761
-2895,1503,-2676
-2876,906,-2733
-2722,569,-2848
-2405,367,-3052
-1945,143,-3155
-1444,-184,-3077
-911,-507,-2906
-321,-765,-2684
260,-947,-2444
831,-1078,-2151
1366,-1146,-1706
1898,-1113,-975
2323,-956,36
2628,-622,1345
2771,-112,2748
2760,522,4049
2643,1155,5059
2437,1675,5613
2232,2046,5737
2039,2238,5591
1806,2259,5297
2740,-12200,8997
5563,-15223,7084
8731,-16735,3069
9640,-15045,-5963
8321,-9725,-15465
3756,-2147,-17357
-1801,3490,-13824
-4287,8398,-10936
-188,7631,-8609
3495,3765,-6778
5162,1278,-4468
3553,1469,-3862
663,2744,-3820
-1154,3895,-3454
-1847,4628,-2946
-2097,5028,-2651
-2071,5080,-2638
-2154,4736,-2852
-2252,3750,-3166
-2167,2234,-3105
-1962,842,-2845
-1694,-197,-2452
-1439,-750,-2023
-1230,-794,-1825
-1059,-517,-1863
-906,-201,-2082
-688,2,-2303
-361,58,-2346
40,52,-2106
454,43,-1704
823,61,-1243
1129,101,-761
1342,104,-126
1503,124,619
1534,201,1385
1554,357,2213
1477,527,2940
1343,675,3482
1165,777,3871
957,800,4063
5058,-11257,7985
7651,-14894,6555
10619,-16345,2538
10603,-15702,-5820
7744,-12009,-15076
1837,-5923,-16973
-4169,-541,-13799
-6917,5146,-11088
-6657,9759,-11329
-2079,10246,-10853
2657,7659,-8207
4661,4553,-5256
4564,2184,-3237
3296,1079,-2290
1835,929,-2113
658,1033,-2090
54,1037,-2092
-107,824,-1946
36,409,-1527
263,-21,-904
291,-275,-529
80,-350,-556
-212,-386,-807
-405,-374,-996
-447,-275,-1021
-368,-96,-940
-191,176,-760
19,486,-517
191,722,-273
327,866,-43
500,991,307
667,1050,812
752,998,1454
706,857,2050
545,668,2362
337,512,2292
128,419,1984
-67,391,1626
-235,394,1265
-380,407,873
4185,-14080,8325
6417,-16573,4912
7455,-16261,-3467
6826,-12116,-11966
3849,-4815,-16163
-674,2677,-16010
-4495,7915,-14499
-6449,10750,-14152
-6264,11449,-14454
-3314,9799,-12714
215,6889,-9170
2517,4047,-5507
3585,2031,-2524
3505,685,-375
2897,-222,630
1880,-648,852
911,-675,429
68,-493,-328
-637,-244,-1066
-1190,-41,-1718
-1602,44,-2317
-1874,27,-2784
-1993,-43,-3010
-1925,-115,-3082
-1649,-108,-3043
-1192,-29,-2820
-646,99,-2247
-142,275,-1375
268,493,-420
572,735,482
739,946,1341
757,1105,2047
651,1199,2473
496,1199,2586
321,1116,2522
131,974,2356
-47,831,2159
-223,691,2047
-357,586,2024
-446,545,2083
3919,-12009,6836
4990,-16002,5074
5056,-18830,-336
3044,-18657,-8600
1262,-14118,-15793
-2712,-5790,-16033
-4905,2514,-13671
-5568,8538,-11969
-4987,10675,-12650
-1180,8998,-11692
2901,6148,-8626
4915,3518,-5385
4757,1602,-3171
3343,624,-2108
1924,367,-1841
867,462,-1817
337,650,-1886
155,874,-2053
58,1025,-2314
-110,1024,-2633
-381,825,-2946
-647,507,-3183
-791,153,-3328
-776,-164,-3260
-526,-358,-2898
-17,-364,-2280
476,-270,-1306
688,-186,-180
632,-125,720
465,-12,1313
197,100,1684
-74,183,1890
-240,238,2062
-364,245,2409
-481,304,3017
-639,402,3709
-792,520,4157
-864,638,4223
-912,703,4001
-955,718,3566
4618,-10108,6729
7084,-12902,5004
8032,-15068,144
6335,-14527,-8959
3673,-11287,-16005
829,-3891,-17761
-2597,3307,-15154
-4614,8396,-12789
-5646,10947,-12409
-4531,10105,-12398
-1360,6977,-10457
1621,3774,-7221
3060,1574,-4198
3201,605,-2249
2770,478,-1414
2222,683,-1062
1811,926,-920
1569,1116,-953
1434,1156,-1033
1231,1079,-1054
940,943,-1133
574,755,-1252
178,518,-1391
-184,285,-1526
-311,100,-1644
-67,-3,-1527
239,-81,-946
371,-167,61
253,-248,1219
13,-224,2202
-263,-88,2847
-536,91,3130
-828,227,3135
-1111,303,2918
-1324,354,2505
-1436,412,1952
-1407,498,1369
-1253,623,920
-1019,786,652
-768,968,528
316,-12024,7174
2641,-15051,5523
4905,-16841,1279
5943,-15032,-7703
6493,-9868,-15909
5002,-1885,-18556
2030,5869,-16302
-411,10976,-13791
-2607,13372,-12488
-3887,12395,-12652
-3566,8335,-11204
-2317,3859,-8491
-924,525,-5291
-218,-1233,-2738
54,-1586,-1278
160,-1155,-660
178,-451,-515
196,233,-555
178,735,-759
61,934,-1018
-101,936,-1212
-272,848,-1388
-396,768,-1632
-407,711,-1884
-317,665,-2062
-144,638,-2099
62,626,-1961
233,622,-1670
332,612,-1300
307,583,-918
175,531,-555
15,452,-203
-72,361,257
-197,289,940
-390,251,1733
-605,267,2481
-778,338,3102
-883,472,3554
-931,615,3784
-931,743,3750
1741,-14037,7111
4544,-16774,4567
6125,-18210,-743
4986,-16133,-9878
3606,-11162,-17709
1785,-2802,-18870
-54,5415,-15507
-419,11572,-12550
-809,14720,-11636
-1260,14560,-12689
-563,11006,-12707
554,6501,-11526
1819,1504,-8498
2384,-1748,-4993
2348,-3068,-1545
1942,-3238,426
1388,-2685,977
917,-1954,836
573,-1371,400
411,-1039,89
477,-865,98
603,-774,371
656,-660,751
622,-471,1036
530,-200,1170
381,108,1169
182,376,1133
-115,557,1128
-473,675,1069
-868,759,875
-1229,810,598
-1500,818,327
-1667,796,150
-1725,749,96
-1674,692,164
-1513,666,353
-1302,684,684
-1075,752,1082
